,project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time
2630,pingcap/tidb,5, rc beta v Beta,14,1,5,99,113,0 days 00:00:01.387464
2631,jaredpalmer/formik,4, formik@ formik-native@ v,19,4,2,100,119,0 days 00:00:00.287788
2632,gorhill/uBlock,2, npm_,70,29,9,228,298,0 days 00:00:00.633334
2633,carbon-app/carbon,1,,24,5,3,194,218,0 days 00:00:00.140760
2634,bilibili/ijkplayer,3,n k wk,10,0,5,63,73,0 days 00:00:00.110894
2635,skylot/jadx,1,v,10,0,9,11,21,0 days 00:00:00.222512
2636,SheetJS/sheetjs,1,v,10,0,1,98,108,0 days 00:00:00.054074
2637,nlohmann/json,2, v,15,2,8,36,51,0 days 00:00:00.204051
2638,vuejs/core,1,v,3,0,1,52,55,0 days 00:00:00.183426
2639,istio/istio,1,,22,4,12,143,165,0 days 00:00:01.283543
2640,getsentry/sentry,2, v,102,81,9,294,396,0 days 00:00:02.937720
2641,go-gitea/gitea,1,v,17,0,13,91,108,0 days 00:00:00.823036
2642,microsoft/monaco-editor,2, v,28,6,8,36,64,0 days 00:00:00.132914
2643,streamich/react-use,1,v,134,35,2,117,251,0 days 00:00:00.206154
2644,zxing/zxing,4,ZXingTest- BSGlass- BS- zxing-,10,2,4,19,29,0 days 00:00:00.281543
2645,jeecgboot/jeecg-boot,2, v,6,0,3,16,22,0 days 00:00:00.035258
2646,laurent22/joplin,25, plugin-repo-cli-v android-v ios-v @joplin/plugin-repo-cli@ cloud-v @joplin/app-mobile@ plugin-generator-v @joplin/fork-sax@ @joplin/turndown-plugin-gfm@ generator-joplin@ joplin@ server-v @joplin/app-desktop@ @joplin/fork-htmlparser2@ @joplin/turndown@ cli-v @joplin/plugins@ @joplin/tools@ @joplin/lib@ @joplin/app-clipper@ clipper- @joplin/renderer@ v @joplin/server@,3,0,0,894,897,0 days 00:00:01.653465
2647,netty/netty,0,,0,0,0,0,0,0 days 00:00:00.029461
2648,vuejs/vue-cli,22,@vue/cli-plugin-unit-jest@ vue-cli-version-marker@ @vue/cli-plugin-e2e-cypress@ @vue/cli-shared-utils@ @vue/cli-ui@ @vue/eslint-config-typescript@ @vue/eslint-config-prettier@ @vue/cli@ @vue/cli-plugin-babel@ @vue/cli-plugin-pwa@ @vue/cli-plugin-unit-mocha@ @vue/cli-init@ @vue/cli-plugin-eslint@ @vue/cli-ui-addon-widgets@ @vue/cli-plugin-e2e-nightwatch@ @vue/cli-upgrade@ @vue/cli-plugin-typescript@ @vue/cli-service-global@ @vue/cli-service@ @vue/cli-test-utils@ v @vue/cli-ui-addon-webpack@,30,10,6,107,137,0 days 00:00:00.341518
2649,alibaba/arthas,2, arthas-all-,6,0,3,35,41,0 days 00:00:00.085221
2650,google/leveldb,2, v,21,1,3,0,21,0 days 00:00:00.026640
2651,jgraph/drawio,2,testDeploy v,111,0,0,726,837,0 days 00:00:00.855291
2652,2dust/v2rayN,1,,117,12,0,2,119,0 days 00:00:00.061256
2653,ariya/phantomjs,1,,12,0,10,11,23,0 days 00:00:00.104931
2654,certbot/certbot,1,v,68,54,2,31,99,0 days 00:00:00.598926
2655,fxsjy/jieba,1,v,23,0,5,5,28,0 days 00:00:00.028580
2656,date-fns/date-fns,2,v. v,77,25,7,42,119,0 days 00:00:00.285129
2657,cli/cli,1,v,36,31,0,31,67,0 days 00:00:00.359090
2658,react-boilerplate/react-boilerplate,1,v,17,5,5,13,30,0 days 00:00:00.076418
2659,react-hook-form/react-hook-form,2, v,103,39,0,410,513,0 days 00:00:00.419515
2660,typeorm/typeorm,1,,3,0,1,79,82,0 days 00:00:00.339570
2661,go-gorm/gorm,1,v,5,0,2,77,82,0 days 00:00:00.109436
2662,beego/beego,1,v,16,3,10,24,40,0 days 00:00:00.187376
2663,jashkenas/backbone,2, v,10,2,7,22,32,0 days 00:00:00.267195
2664,tastejs/todomvc,2, v,7,1,3,6,13,0 days 00:00:00.117342
2665,nocodb/nocodb,2, v,9,5,2,86,95,0 days 00:00:00.146890
2666,mitmproxy/mitmproxy,2, v,30,4,17,35,65,0 days 00:00:00.508646
2667,openai/gym,2, v,15,5,2,34,49,0 days 00:00:00.078863
2668,markedjs/marked,2, v,16,1,9,94,110,0 days 00:00:00.134391
2669,vuejs/vuex,1,v,21,4,7,24,45,0 days 00:00:00.059858
2670,dotnet/aspnetcore,8, blazor-wasm-rc rc beta blazor-wasm-preview v blazor-wasm- release/,13,1,5,116,129,0 days 00:00:02.827551
2671,caolan/async,2, v,25,9,10,52,77,0 days 00:00:00.204278
2672,Dreamacro/clash,1,v,28,9,3,14,42,0 days 00:00:00.039788
2673,jesseduffield/lazygit,2, v,33,19,5,151,184,0 days 00:00:00.265913
2674,alibaba/p3c,4,p3c-pmd- eclipse-pmd- eclipse-plugin- idea-plugin-,2,0,1,25,27,0 days 00:00:00.029486
2675,square/leakcanary,1,v,14,4,9,10,24,0 days 00:00:00.090201
2676,kenwheeler/slick,2, v,8,0,3,43,51,0 days 00:00:00.065085
2677,psf/black,1,,2,0,0,0,2,0 days 00:00:00.064152
2678,ReactiveX/rxjs,1,,19,6,6,45,64,0 days 00:00:00.318502
2679,tannerlinsley/react-query,1,v,77,5,0,294,371,0 days 00:00:00.371017
2680,atlassian/react-beautiful-dnd,2, v,24,5,4,46,70,0 days 00:00:00.069458
2681,standard/standard,1,v,66,16,8,87,153,0 days 00:00:00.174163
2682,FFmpeg/FFmpeg,3,n ffmpeg- v,29,0,24,303,332,0 days 00:00:07.487056
2683,naptha/tesseract.js,2, v,4,1,2,28,32,0 days 00:00:00.059882
2684,apolloconfig/apollo,2, v,19,2,9,16,35,0 days 00:00:00.182717
2685,spf13/cobra,2, v,5,0,3,13,18,0 days 00:00:00.069596
2686,laravel/framework,2, v,163,143,12,630,793,0 days 00:00:02.237695
2687,airbnb/lottie-web,2,v. v,24,8,7,144,168,0 days 00:00:00.201005
2688,composer/composer,1,,15,1,11,110,125,0 days 00:00:00.781310
2689,typicode/husky,1,v,34,8,9,88,122,0 days 00:00:00.105323
2690,dbeaver/dbeaver,1,,24,0,22,138,162,0 days 00:00:01.250249
2691,jashkenas/underscore,1,,20,1,12,54,74,0 days 00:00:00.125986
2692,google/googletest,1,release-,11,0,8,3,14,0 days 00:00:00.160813
2693,aria2/aria2,1,release-,53,19,18,87,140,0 days 00:00:00.993577
2694,webtorrent/webtorrent,1,v,125,41,7,284,409,0 days 00:00:00.468169
2695,topjohnwu/Magisk,2,manager-v v,80,27,6,43,123,0 days 00:00:00.240824
2696,denysdovhan/wtfjs,1,v,23,3,4,16,39,0 days 00:00:00.029049
2697,JetBrains/kotlin,10, m8- M native-merge- idea mercury-test build- v idea13- mercury-test-,19,2,10,3219,3238,0 days 00:00:28.566423
2698,postcss/postcss,1,,20,1,10,207,227,0 days 00:00:00.340866
2699,symfony/symfony,2,vPR v,31,5,21,497,528,0 days 00:00:04.733259
2700,sequelize/sequelize,2, v,137,36,9,334,471,0 days 00:00:01.163241
2701,layui/layui,2, v,7,1,2,41,48,0 days 00:00:00.025209
2702,iamadamdev/bypass-paywalls-chrome,1,v,4,0,3,28,32,0 days 00:00:00.042614
2703,docker/compose,2, v,41,12,15,67,108,0 days 00:00:00.856503
2704,niklasvh/html2canvas,2, v,7,0,2,17,24,0 days 00:00:00.049306
2705,hankcs/HanLP,1,v,9,1,4,44,53,0 days 00:00:00.084432
2706,JakeWharton/butterknife,2, butterknife-parent-,26,6,9,19,45,0 days 00:00:00.074180
2707,alibaba/druid,1,,3,0,2,78,81,0 days 00:00:00.578949
2708,apache/airflow,81, providers-qubole/ providers-plexus/ providers-sendgrid/ providers-influxdb/ providers-samba/ providers-exasol/ providers-apache-hive/ constraints- providers-dbt-cloud/ providers-apache-cassandra/ providers-cloudant/ providers-zendesk/ providers-mysql/ providers-google/ providers-apache-drill/ providers-asana/ providers-apache-hdfs/ providers-ftp/ providers-apache-pig/ providers-discord/ providers-microsoft-azure/ providers-singularity/ helm-chart/ providers-snowflake/ providers-grpc/ providers-odbc/ providers-microsoft-mssql/ providers-apache-druid/ providers-apache-sqoop/ providers-yandex/ providers-ssh/ providers-apache-livy/ providers-arangodb/ providers-jira/ providers-microsoft-psrp/ providers-imap/ providers-opsgenie/ providers-http/ providers-apache-spark/ providers-papermill/ backport-providers- airbnb_prod. providers-trino/ providers-cncf-kubernetes/ providers-dingding/ providers-airbyte/ providers-databricks/ providers-microsoft-winrm/ providers-mongo/ providers-openfaas/ providers-facebook/ providers-apache-pinot/ providers-alibaba/ providers-hashicorp/ providers-docker/ providers-salesforce/ providers-segment/ providers-datadog/ providers-pagerduty/ providers-github/ providers-jenkins/ providers-sqlite/ providers-presto/ providers-celery/ providers-vertica/ providers-slack/ providers-amazon/ providers-tableau/ providers-telegram/ providers-jdbc/ providers-postgres/ providers-apache-beam/ providers-sftp/ providers-elasticsearch/ upgrade-check/ providers-neo4j/ providers-redis/ providers-oracle/ v providers-apache-kylin/,50,9,5,788,838,0 days 00:00:01.832095
2709,bannedbook/fanqiang,3,FQNews-v ChromeGo-v v,12,2,2,12,24,0 days 00:00:00.051211
2710,request/request,1,v,73,27,5,71,144,0 days 00:00:00.181539
2711,yt-dlp/yt-dlp,1,,0,0,0,55,55,0 days 00:00:01.284207
2712,github/fetch,1,v,21,6,7,19,40,0 days 00:00:00.036887
2713,select2/select2,1,,9,2,5,27,36,0 days 00:00:00.113524
2714,angular/angular-cli,4, v. temporary-tag- v,36,14,7,279,315,0 days 00:00:00.970731
2715,mobxjs/mobx,7, mobx-react@ mobx-react-lite@ mobx-undecorate@ eslint-plugin-mobx@ v mobx@,65,23,4,238,303,0 days 00:00:00.476902
2716,Modernizr/Modernizr,1,v,20,4,10,23,43,0 days 00:00:00.146499
2717,rethinkdb/rethinkdb,4,windows-alpha javascript-v ruby-v v,24,6,8,80,104,0 days 00:00:01.656034
2718,cheeriojs/cheerio,2, v,22,6,6,30,52,0 days 00:00:00.053021
2719,harness/drone,1,v,31,10,8,44,75,0 days 00:00:00.346828
2720,codemirror/CodeMirror,3, beta v,122,96,6,45,167,0 days 00:00:00.314945
2721,tmux/tmux,1,,25,1,19,0,25,0 days 00:00:00.484590
2722,SortableJS/Sortable,1,,17,2,11,18,35,0 days 00:00:00.051408
2723,curl/curl,3,c-ares- tiny-curl- curl-,84,1,23,86,170,0 days 00:00:01.749420
2724,GitbookIO/gitbook,1,,22,13,2,68,90,0 days 00:00:00.150159
2725,hashicorp/consul,4,sdk/v v internal/v api/v,22,2,9,151,173,0 days 00:00:01.079539
2726,GoogleChrome/lighthouse,2, v,56,39,4,42,98,0 days 00:00:00.234219
2727,JedWatson/react-select,3, react-select@ v,28,13,8,73,101,0 days 00:00:00.321961
2728,nektos/act,1,v,2,0,1,34,36,0 days 00:00:00.037440
2729,chakra-ui/chakra-ui,78,@chakra-ui/icon@ @chakra-ui/form-control@ @chakra-ui/docs@ @chakra-ui/radio@ @chakra-ui/button@ gatsby-plugin-chakra-ui@ @chakra-ui/props-docs@ @chakra-ui/machine@ @chakra-ui/progress@ @chakra-ui/textarea@ @chakra-ui/slider@ @chakra-ui/input@ @chakra-ui/descendant@ next-js@ @chakra-ui/icons@ @chakra-ui/number-input@ @chakra-ui/live-region@ @chakra-ui/theme-tools@ @chakra-ui/tag@ @chakra-ui/avatar@ gatsby-starter-chakra-ui@ @chakra-ui/clickable@ @chakra-ui/checkbox@ create-react-app@ @chakra-ui/gatsby-plugin@ @chakra-ui/tabs@ @chakra-ui/spinner@ @chakra-ui/counter@ @chakra-ui/close-button@ @chakra-ui/react-utils@ @chakra-ui/table@ @chakra-ui/breadcrumb@ @chakra-ui/tooltip@ @chakra-ui/accordion@ @chakra-ui/media-query@ @chakra-ui/select@ @chakra-ui/test-utils@ storybook-addon@ @chakra-ui/layout@ @chakra-ui/skeleton@ @chakra-ui/react-env@ @chakra-ui/focus-lock@ @chakra-ui/utils@ @chakra-ui/menu@ @chakra-ui/alert@ @chakra-ui/hooks@ @chakra-ui/pin-input@ @chakra-ui/anatomy@ @chakra-ui/image@ chakra-nextjs-ts@ @chakra-ui/react@ @chakra-ui/toast@ @chakra-ui/switch@ @chakra-ui/transition@ chakra-cra@ @chakra-ui/css-reset@ @chakra-ui/cli@ @chakra-ui/storybook-addon@ @chakra-ui/popover@ @chakra-ui/system@ @chakra-ui/theme@ @chakra-ui/editable@ @chakra-ui/control-box@ @chakra-ui/cra-template@ @chakra-ui/babel-plugin@ chakra-nextjs@ @chakra-ui/modal@ @chakra-ui/skip-nav@ @chakra-ui/stat@ @chakra-ui/cra-template-typescript@ @chakra-ui/visually-hidden@ @chakra-ui/provider@ @chakra-ui/color-mode@ @chakra-ui/styled-system@ @chakra-ui/core@ with-chakra-ui@ @chakra-ui/popper@ @chakra-ui/portal@,32,1,1,1907,1939,0 days 00:00:07.212271
2730,alibaba/fastjson,1,,1,0,0,94,95,0 days 00:00:00.489813
2731,transloadit/uppy,49,@uppy/informer@ remark-lint-uppy@ @uppy/aws-s3@ @uppy/robodog@ @uppy/file-input@ @uppy/thumbnail-generator@ @uppy/tus@ @uppy/server-utils@ @uppy/redux-dev-tools@ @uppy/url@ @uppy/drop-target@ @uppy/react@ @uppy/unsplash@ @uppy/facebook@ @uppy/webcam@ @uppy/xhr-upload@ @uppy/golden-retriever@ @uppy/store-redux@ @uppy/compressor@ @uppy/instagram@ @uppy/vue@ @uppy/companion-client@ @uppy/react-native@ @uppy/form@ @uppy/store-default@ @uppy/google-drive@ @uppy/svelte@ @uppy/audio@ @uppy/locales@ @uppy/dropbox@ @uppy/aws-s3-multipart@ @uppy/companion@ @uppy/core@ @uppy/status-bar@ @uppy/dashboard@ @uppy/box@ @uppy/utils@ @uppy/screen-capture@ @uppy/provider-views@ @uppy/zoom@ uppy@ @uppy/onedrive@ @uppy/transloadit@ test-edgly @uppy/drag-drop@ @uppy/angular@ v @uppy/progress-bar@ @uppy/image-editor@,82,12,0,2258,2340,0 days 00:00:06.457597
2732,ajaxorg/ace,3, cloud v,8,0,7,46,54,0 days 00:00:00.310487
2733,parallax/jsPDF,3, v. v,9,1,7,26,35,0 days 00:00:00.100065
2734,ccxt/ccxt,1,,0,0,0,505,505,0 days 00:00:03.108721
2735,rstacruz/nprogress,2, v,2,0,1,8,10,0 days 00:00:00.014492
2736,YMFE/yapi,2, v,9,2,2,68,77,0 days 00:00:00.465000
2737,CMU-Perceptual-Computing-Lab/openpose,1,v,8,0,5,4,12,0 days 00:00:00.030482
2738,Binaryify/NeteaseCloudMusicApi,2, v,52,10,5,102,154,0 days 00:00:00.105905
2739,Automattic/mongoose,2, v,58,12,18,646,704,0 days 00:00:01.402601
2740,cockroachdb/cockroach,8,beta- staging-202011191818-v staging-202011251758-v staging-202011251240-v @cockroacklabs/cluster-ui@ @cockroachlabs/cluster-ui@ v @cockroachlabs/clusterui@,55,40,10,138,193,0 days 00:00:05.575183
2741,remy/nodemon,1,v,20,3,3,101,121,0 days 00:00:00.086869
2742,lenve/vhr,1,v,12,0,1,0,12,0 days 00:00:00.013389
2743,hashicorp/vault,11,api/auth/aws/v api/auth/userpass/v old-stable-website- api/auth/approle/v api/auth/azure/v sdk/v api/auth/gcp/v api/auth/ldap/v api/auth/kubernetes/v v api/v,23,1,17,145,168,0 days 00:00:00.933056
2744,OAI/OpenAPI-Specification,1,,2,0,1,3,5,0 days 00:00:00.204788
2745,kubernetes/minikube,1,v,61,43,1,45,106,0 days 00:00:01.054929
2746,bvaughn/react-virtualized,2, v,71,33,3,129,200,0 days 00:00:00.208686
2747,ianstormtaylor/slate,19,slate-simulator@ slate-dev-benchmark@ slate-html-serializer@ slate-hotkeys@ slate-plain-serializer@ slate-hyperscript@ slate-base64-serializer@ slate@ slate-dev-logger@ slate-dev-warning@ slate-prop-types@ slate-dev-environment@ slate-schema-violations@ slate-dev-test-utils@ slate-react@ slate-react-placeholder@ slate-schema@ slate-history@ v,76,11,2,1634,1710,0 days 00:00:05.000092
2748,ggreer/the_silver_searcher,1,,37,16,8,12,49,0 days 00:00:00.098286
2749,alibaba/easyexcel,2, v,3,0,2,26,29,0 days 00:00:00.052531
2750,akveo/ngx-admin,1,v,19,2,6,8,27,0 days 00:00:00.065503
2751,scwang90/SmartRefreshLayout,1,V,3,0,2,10,13,0 days 00:00:00.066224
2752,cmderdev/cmder,1,v,4,0,2,24,28,0 days 00:00:00.075838
2753,ClickHouse/ClickHouse,1,,39,15,0,0,39,0 days 00:00:01.213270
2754,SeleniumHQ/selenium,7, ide- rc- selenium- atoms-base- atoms- core-,76,43,15,28,104,0 days 00:00:01.306262
2755,sqlmapproject/sqlmap,1,,11,0,7,72,83,0 days 00:00:00.610391
2756,fastify/fastify,1,v,104,75,0,90,194,0 days 00:00:00.234812
2757,CodeHubApp/CodeHub,1,,15,3,2,13,28,0 days 00:00:00.039367
2758,explosion/spaCy,2, v,28,14,11,72,100,0 days 00:00:00.881087
2759,encode/django-rest-framework,1,,22,1,17,106,128,0 days 00:00:00.564123
2760,alibaba/canal,2,canal- v,1,0,0,15,16,0 days 00:00:00.070716
2761,go-kit/kit,1,v,12,0,9,0,12,0 days 00:00:00.117496
2762,hammerjs/hammer.js,2, v,3,0,1,22,25,0 days 00:00:00.116301
2763,pmndrs/react-spring,1,v,22,9,2,150,172,0 days 00:00:00.429208
2764,prisma/prisma,1,,44,43,0,35,79,0 days 00:00:00.510774
2765,influxdata/influxdb,2, v,26,6,14,133,159,0 days 00:00:02.169615
2766,torvalds/linux,1,v,60,0,1,28,88,0 days 00:01:12.182635
2767,microsoft/fluentui,132,@fluentui/react-compose_v @fluentui/react-experiments_v @uifabric/variants_v @fluentui/react-icons_v @uifabric/azure-themes_v @fluentui/foundation-legacy_v @fluentui/react-monaco-editor_v @fluentui/react-toggle_v @fluentui/react-make-styles_v @fluentui/react-northstar-styles-renderer_v lts- @uifabric/jest-serializer-merge-styles_v @uifabric/react-cards_v office-ui-fabric-react_v @fluentui/react-image_v @uifabric/pr-deploy-site_v @fluentui/monaco-editor_v @fluentui/styles_v @uifabric/utilities_v @fluentui/react-file-type-icons_v @fluentui/react-stylesheets_v @uifabric/api-docs_v @fluentui/react-hooks_v '@fluentui/react-northstar_v' @fluentui/make-styles-webpack-loader_v @fluentui/dom-utilities_v @fluentui/react-northstar_v @fluentui/react-theme_v @fluentui/react-cards_v @fluentui/ie11-polyfills_v @fluentui/react-component-ref_v @uifabric/set-version_v @fluentui/merge-styles_v @uifabric/dashboard_v @fluentui/react-provider_v @fluentui/react-component-event-listener_v @fluentui/react-menu_v @fluentui/api-docs_v @fluentui/react-bindings_v @fluentui/example-data_v @uifabric/react-hooks_v @uifabric/mdl2-theme_v @fluentui/azure-themes_v @uifabric/foundation_v @uifabric/example-data_v @fluentui/react-badge_v @uifabric/tsx-editor_v @fluentui/public-docsite_v @fluentui/test-utilities_v @fluentui/react-context-selector_v @fluentui/react-text_v @fluentui/keyboard-key_v @fluentui/react-builder_v @fluentui/cra-template_v @fluentui/react-theming_v @fluentui/react-tabs_v @fluentui/react-flex_v @fluentui/react-utils_v @fluentui/common-styles_v @fluentui/public-docsite-setup_v @fluentui/react-northstar-fela-renderer_v @uifabric/fluent-theme_v @uifabric/migration_v @uifabric/dashboard-grid-layout_v @uifabric/webpack-utils_v @fluentui/react-component-nesting-registry_v @fluentui/react-button_v @fluentui/jest-serializer-merge-styles_v @uifabric/fabric-website-resources_v @fluentui/webpack-utilities_v @uifabric/test-utilities_v fluentuizero_v @uifabric/codepen-loader_v @fluentui/react-examples_v @fluentui/accessibility_v @fluentui/react_v @uifabric/date-time_v @fluentui/theme-samples_v @fluentui/react-date-time_v @fluentui/utilities_v @fluentui/react-avatar_v @fluentui/react-theme-provider_v @fluentui/react-link_v @uifabric/prettier-rules_v @fluentui/date-time-utilities_v @uifabric/example-app-base_v fabric-website_v 'fluentuizero_v' @uifabric/icons_v @fluentui/codemods_v @fluentui/bundle-size_v @fluentui/public-docsite-resources_v @fluentui/scheme-utilities_v @uifabric/theme-samples_v @fluentui/docs-components_v @fluentui/react-telemetry_v @fluentui/code-sandbox_v @fluentui/react-conformance_v @fluentui/react-proptypes_v @fluentui/style-utilities_v @fluentui/react-icon-provider_v @fluentui/react-slider_v @fluentui/eslint-plugin_v @uifabric/charting_v @fluentui/react-northstar-emotion-renderer_v @fluentui/set-version_v @fluentui/playground_v @fluentui/make-styles_v @uifabric/monaco-editor_v @fluentui/react-focus_v @uifabric/foundation-scenarios_v @uifabric/experiments_v @fluentui/examples_v @uifabric/tslint-rules_v @fluentui/state_v @fluentui/web-components_v @fluentui/theme_v @uifabric/styling_v @fluentui/react-docsite-components_v @fluentui/react-window-provider_v @fluentui/react-charting_v @fluentui/react-shared-contexts_v @uifabric/fabric-website_v @fluentui/storybook_v fluentui_v @fluentui/react-icons-northstar_v @fluentui/react-utilities_v @uifabric/file-type-icons_v @uifabric/merge-styles_v @fluentui/react-icons-mdl2-branded_v v @fluentui/react-checkbox_v,827,54,1,12663,13490,0 days 00:05:16.993433
2768,jupyterlab/jupyterlab,182,@jupyterlab/nbformat@ @jupyterlab/ui-components-extension@ @jupyterlab/application-top@ @jupyterlab/example-federated-core@ @jupyterlab/inspector@ @jupyterlab/vega4-extension@ @jupyterlab/example-federated@ @jupyterlab/console@ @jupyterlab/rendermime@ @jupyterlab/services-extension@ @jupyterlab/celltags@ @jupyterlab/example-filebrowser@ @jupyterlab/theme-dark-extension@ @jupyterlab/faq-extension@ @jupyterlab/codemirror-extension@ @jupyterlab/test-application@ @jupyterlab/extension-builder@ @jupyterlab/test-filebrowser@ @jupyterlab/notebook@ @jupyterlab/docregistry@ @jupyterlab/launcher@ @jupyterlab/test-all@ @jupyterlab/mainmenu-extension@ @jupyterlab/theme-light-extension@ @jupyterlab/test-docregistry@ @jupyterlab/documentsearch-extension@ @jupyterlab/settingeditor-extension@ @jupyterlab/example-terminal@ @jupyterlab/main@ @jupyterlab/logconsole-extension@ @jupyterlab/example-services-outputarea@ @jupyterlab/landing-extension@ @jupyterlab/example-services-browser@ @jupyterlab/completer-extension@ @jupyterlab/docprovider-extension@ @jupyterlab/template-for-tests@ @jupyterlab/test-csvviewer@ @jupyterlab/example-notebook@ @jupyterlab/builder@ @jupyterlab/completer@ @jupyterlab/ui-components@ @jupyterlab/inspector-extension@ @jupyterlab/application-extension@ @jupyterlab/statusbar-extension@ @jupyterlab/docregistry-extension@ @jupyterlab/imagewidget@ @jupyterlab/documentsearch@ @jupyterlab/example-federated-md@ @jupyterlab/toc@ @jupyterlab/test-statusbar@ @jupyterlab/docmanager@ @jupyterlab/javascript-extension@ @jupyterlab/markdownviewer-extension@ @jupyterlab/imageviewer-extension@ @jupyterlab/celltags-extension@ @jupyterlab/debugger-extension@ jupyterlab-example-filebrowser@ @jupyterlab/codemirror@ @jupyterlab/apputils@ @jupyterlab/coreutils@ @jupyterlab/filebrowser-extension@ @jupyterlab/test-nbformat@ @jupyterlab/galata@ jupyterlab-example-app@ @jupyterlab/example-federated-phosphor@ @jupyterlab/application@ @jupyterlab/imageviewer@ @jupyterlab/example-console@ @jupyterlab/statedb@ @jupyterlab/test-inspector@ @jupyterlab/test-docmanager@ @jupyterlab/test-mainmenu@ @jupyterlab/mock-provider@ @jupyterlab/apputils-extension@ @jupyterlab/translation-extension@ @jupyterlab/test-statedb@ @jupyterlab/mathjax2@ @jupyterlab/about-extension@ @jupyterlab/fileeditor-extension@ @jupyterlab/settingeditor@ @jupyterlab/test-apputils@ @jupyterlab/tabmanager-extension@ @jupyterlab/markdownwidget@ @jupyterlab/mock-token@ @jupyterlab/test-console@ @jupyterlab/test-settingregistry@ @jupyterlab/default-theme@ @jupyterlab/debugger@ @jupyterlab/htmlviewer@ @jupyterlab/shared-models@ @jupyterlab/test-services@ @jupyterlab/csvwidget-extension@ @jupyterlab/testutils@ @jupyterlab/test-notebook@ @jupyterlab/test-terminal@ @jupyterlab/docprovider@ @jupyterlab/test-observables@ @jupyterlab/example-cell@ @jupyterlab/test-logconsole@ @jupyterlab/help-extension@ @jupyterlab/mock-mime-extension@ @jupyterlab/codeeditor@ @jupyterlab/extensionmanager@ @jupyterlab/all-packages@ @jupyterlab/json-extension@ @jupyterlab/services@ @jupyterlab/translation@ @jupyterlab/template@ @jupyterlab/htmlviewer-extension@ @jupyterlab/rendermime-extension@ jupyterlab-example-terminal@ @jupyterlab/tooltip@ jupyterlab-example-console@ @jupyterlab/terminal-extension@ @jupyterlab/shortcuts-extension@ @jupyterlab/console-extension@ @jupyterlab/tooltip-extension@ @jupyterlab/property-inspector@ @jupyterlab/test-root@ @jupyterlab/test-ui-components@ @jupyterlab/launcher-extension@ @jupyterlab/pdf-extension@ @jupyterlab/metapackage@ node-example@ @jupyterlab/notebook-extension@ @jupyterlab/chatbox-extension@ @jupyterlab/vega5-extension@ @jupyterlab/cell-toolbar-extension@ @jupyterlab/markdownviewer@ @jupyterlab/mock-consumer@ @jupyterlab/test-imageviewer@ @jupyterlab/running-extension@ @jupyterlab/vega3-extension@ @jupyterlab/running@ @jupyterlab/test-codemirror@ @jupyterlab/editorwidget@ @jupyterlab/csvviewer-extension@ @jupyterlab/observables@ @jupyterlab/csvwidget@ @jupyterlab/editorwidget-extension@ @jupyterlab/settingregistry@ @jupyterlab/csvviewer@ @jupyterlab/test-outputarea@ @jupyterlab/chatbox@ @jupyterlab/docmanager-extension@ @jupyterlab/example-federated-middle@ @jupyterlab/vega2-extension@ @jupyterlab/mime-extension-test@ @jupyterlab/outputarea@ @jupyterlab/buildutils@ @jupyterlab/hub-extension@ @jupyterlab/filebrowser@ @jupyterlab/test-codeeditor@ @jupyterlab/test-rendermime@ typescript-browser-with-output@ @jupyterlab/mathjax2-extension@ @jupyterlab/logconsole@ @jupyterlab/mainmenu@ @jupyterlab/test-coreutils@ @jupyterlab/terminal@ @jupyterlab/vdom@ @jupyterlab/rendermime-interfaces@ @jupyterlab/attachments@ @jupyterlab/vdom-extension@ @jupyterlab/mock-extension@ @jupyterlab/test-cells@ browser-example@ @jupyterlab/imagewidget-extension@ @jupyterlab/statusbar@ @jupyterlab/example-app@ @jupyterlab/extensionmanager-extension@ @jupyterlab/markdownwidget-extension@ @jupyterlab/toc-extension@ @jupyterlab/test-completer@ jupyterlab-example-notebook@ @jupyterlab/fileeditor@ @jupyterlab/cell-toolbar@ @jupyterlab/theming@ v @jupyterlab/cells@ @jupyterlab/test-fileeditor@ @jupyterlab/nbconvert-css@,79,16,1,12902,12981,0 days 00:04:59.337680
